Customer ID,Customer Age,Location,Industry,Customer Since,Sales Rep ID
16194,70,North America,Finance,2020-11-10 04:24:20,362
13181,30,South America,Healthcare,2021-04-08 05:59:48,319
18253,53,North America,Finance,2020-01-21 03:15:06,302
15310,30,South America,Healthcare,2022-03-03 02:29:05,341
19492,36,Europe,Technology,2021-06-16 06:59:02,339
10763,56,North America,Technology,2020-02-28 12:30:54,389
16484,53,North America,Technology,2020-05-02 05:06:57,310
17409,29,North America,Technology,2020-01-20 12:27:06,339
17944,64,North America,Healthcare,2020-01-20 21:41:05,355
14856,25,South America,Technology,2020-04-14 15:31:45,374
13444,39,South America,Healthcare,2021-01-05 11:21:25,311
14530,39,Europe,Finance,2020-01-26 18:41:53,340
16953,52,North America,Retail,2020-01-09 09:39:02,379
14677,55,Europe,Finance,2020-06-01 01:12:46,343
15594,34,North America,Healthcare,2021-12-05 07:01:46,311
13381,57,North America,Retail,2020-02-23 13:55:24,321
16282,47,Europe,Technology,2022-09-21 11:42:24,384
19969,65,Europe,Retail,2020-05-21 15:38:39,339
10947,41,Europe,Healthcare,2021-06-29 03:41:33,316
13709,29,Europe,Retail,2020-04-28 09:11:44,339
10876,65,North America,Healthcare,2020-08-14 17:06:57,308
15688,53,Europe,Retail,2020-02-12 06:23:08,394
15231,59,Europe,Healthcare,2020-04-26 08:50:56,346
10729,45,South America,Healthcare,2020-06-07 12:19:00,304
13296,30,Europe,Finance,2020-11-12 19:29:13,304
17707,24,Europe,Finance,2021-09-28 20:30:20,361
15814,37,South America,Finance,2020-01-29 16:33:35,343
17534,48,Europe,Finance,2020-05-12 15:47:13,329
13716,68,South America,Healthcare,2020-09-25 18:07:20,383
11799,60,Europe,Retail,2020-01-23 21:33:21,327
12444,60,North America,Retail,2020-01-01 12:58:07,373
11007,52,Europe,Retail,2020-09-14 08:10:12,393
11096,40,Europe,Finance,2020-10-26 06:24:15,320
17766,48,Europe,Technology,2020-05-25 19:08:35,342
19236,29,Asia,Technology,2020-07-11 06:17:32,394
19829,64,North America,Healthcare,2021-11-26 02:09:12,367
11360,26,North America,Healthcare,2021-11-28 17:04:36,348
14547,65,Asia,Retail,2020-09-28 03:50:21,325
18916,53,Europe,Retail,2020-05-14 05:56:16,389
17400,62,Asia,Technology,2021-12-25 05:18:10,331
19021,50,South America,Healthcare,2020-03-23 11:39:42,327
10965,45,North America,Finance,2020-01-11 01:02:50,388
16827,63,Asia,Retail,2020-01-21 14:57:46,359
10402,36,Europe,Technology,2020-10-02 03:46:02,324
11799,54,North America,Retail,2021-12-26 05:29:50,346
17725,27,Asia,Retail,2021-06-26 07:14:19,361
15598,47,Europe,Finance,2020-01-06 13:37:33,356
12914,36,Europe,Finance,2020-03-16 20:11:43,334
14253,57,Europe,Finance,2020-10-06 18:44:23,385
11926,33,Asia,Healthcare,2020-11-30 18:07:32,305
11172,56,Asia,Finance,2021-06-29 05:44:58,311
18685,37,North America,Retail,2020-12-02 11:53:07,385
14322,40,Asia,Technology,2021-01-04 00:01:37,312
14679,39,North America,Technology,2020-04-25 23:57:58,312
14558,45,Asia,Retail,2022-02-27 10:07:10,312
12173,60,South America,Finance,2020-03-31 00:31:42,365
17622,35,North America,Retail,2020-07-22 08:16:02,317
15155,69,South America,Retail,2020-04-10 03:50:52,360
10800,28,Asia,Technology,2020-08-25 10:35:33,339
14304,30,South America,Technology,2021-05-07 19:35:25,351
13188,33,Europe,Finance,2022-04-25 23:42:53,313
19531,54,Europe,Technology,2020-02-27 02:53:30,337
13802,52,Europe,Retail,2021-10-07 05:29:54,356
10548,22,South America,Retail,2020-05-30 06:43:24,325
18566,27,Asia,Healthcare,2020-05-11 19:48:15,358
15536,20,Europe,Technology,2020-02-14 13:30:19,328
19953,52,North America,Healthcare,2020-02-20 06:48:16,306
11106,36,Asia,Technology,2020-01-02 09:51:05,306
16848,65,Asia,Retail,2020-04-24 01:45:21,373
11489,66,South America,Healthcare,2020-06-10 23:48:30,323
12259,23,North America,Retail,2020-01-02 12:11:48,374
16279,26,Europe,Technology,2020-04-10 15:59:03,392
15195,68,North America,Finance,2020-04-15 15:04:02,306
12137,69,Europe,Healthcare,2020-06-01 23:20:07,345
14877,44,Asia,Healthcare,2020-03-06 12:42:42,365
15290,34,South America,Retail,2020-08-29 07:37:44,327
12559,52,Asia,Technology,2020-02-15 06:08:31,384
17368,22,North America,Technology,2021-04-18 21:31:48,331
19935,44,Asia,Finance,2021-09-21 04:11:43,324
19373,60,Europe,Healthcare,2020-03-25 11:49:13,320
11464,40,Asia,Technology,2020-12-05 20:45:40,329
12578,29,South America,Technology,2020-12-26 09:00:50,303
14222,52,North America,Technology,2020-02-15 13:25:18,358
11404,50,Europe,Technology,2020-04-30 09:46:58,377
11150,22,North America,Technology,2020-08-31 23:08:04,360
18182,58,South America,Healthcare,2020-11-27 00:13:33,375
15428,21,North America,Healthcare,2022-04-04 19:53:16,377
18001,65,Europe,Finance,2020-08-08 18:33:33,354
11168,54,North America,Healthcare,2020-08-26 05:33:33,377
18819,69,Europe,Healthcare,2021-09-15 08:08:59,309
14138,29,Asia,Technology,2020-07-01 06:25:57,321
16245,43,Asia,Finance,2022-07-06 10:43:46,384
15829,48,Europe,Technology,2020-06-28 18:57:50,396
18533,29,Europe,Retail,2020-12-30 09:43:10,382
15117,37,Asia,Healthcare,2020-02-19 21:26:20,389
12535,22,North America,Technology,2020-01-03 09:09:55,321
12496,50,Europe,Retail,2020-01-27 14:38:40,317
16512,37,North America,Finance,2020-05-20 13:33:11,365
14417,54,Europe,Finance,2020-10-20 19:23:42,365
10780,27,North America,Finance,2020-04-28 08:00:20,387
18616,46,Asia,Technology,2020-07-06 04:30:35,397
10733,46,North America,Healthcare,2020-09-21 21:17:42,316
13245,31,Europe,Healthcare,2020-01-07 22:37:52,301
12659,55,Asia,Retail,2020-08-23 03:32:26,305
14766,59,Asia,Healthcare,2020-08-14 13:44:51,309
18375,46,Asia,Finance,2021-12-25 19:23:54,354
16313,55,South America,Technology,2021-05-12 17:45:12,377
14101,24,North America,Technology,2020-01-20 09:37:55,392
11933,50,South America,Retail,2020-02-09 03:07:55,369
11707,52,Europe,Healthcare,2020-06-20 12:50:06,368
15941,48,Asia,Finance,2020-09-05 19:27:00,388
17644,31,Europe,Healthcare,2020-01-06 20:15:43,317
12996,37,Asia,Technology,2020-03-12 22:57:53,308
19519,63,South America,Technology,2021-03-26 07:20:24,375
18880,41,Asia,Retail,2021-12-03 03:08:49,326
10544,23,Asia,Technology,2020-01-16 13:05:09,357
15281,31,Europe,Healthcare,2020-01-19 17:18:35,384
19749,49,Asia,Retail,2021-09-19 22:13:33,350
19474,33,North America,Healthcare,2022-08-06 15:28:05,336
16712,68,Europe,Finance,2020-09-01 08:09:53,380
11193,43,Europe,Technology,2020-08-28 05:37:16,396
10474,50,Europe,Retail,2020-12-16 13:32:42,331
16671,28,South America,Technology,2020-06-14 00:46:59,391
16607,63,South America,Finance,2020-08-20 16:46:00,323
10092,42,Europe,Finance,2021-10-09 12:34:18,343
13328,61,Europe,Retail,2020-04-14 15:04:32,388
14481,59,Europe,Retail,2021-09-03 19:25:34,397
14265,43,Asia,Healthcare,2020-10-22 03:17:31,388
13607,33,Asia,Finance,2022-01-17 20:12:33,384
16275,48,South America,Technology,2020-11-24 04:14:28,336
19638,37,North America,Technology,2021-12-20 17:35:50,302
18174,47,Europe,Healthcare,2020-05-31 18:58:25,380
15758,66,North America,Technology,2020-07-16 15:12:33,394
18717,32,Asia,Technology,2020-07-06 00:50:32,314
13281,29,North America,Technology,2020-02-26 21:38:25,368
13784,27,Asia,Retail,2021-10-02 05:26:34,333
14587,62,Asia,Finance,2020-04-18 11:06:27,369
14475,31,South America,Healthcare,2020-06-15 18:11:32,307
16052,41,North America,Healthcare,2020-05-05 12:28:57,396
15941,35,North America,Healthcare,2020-03-07 07:50:49,373
11543,36,Asia,Healthcare,2021-12-21 19:20:34,320
14959,61,South America,Technology,2021-10-07 14:53:13,321
19214,47,South America,Healthcare,2020-01-15 01:24:29,305
18723,48,North America,Healthcare,2020-09-16 00:49:06,362
19796,38,North America,Finance,2020-01-07 00:24:38,387
10500,39,Europe,Healthcare,2020-01-05 21:26:41,337
18839,62,North America,Finance,2020-06-04 12:27:03,362
14726,40,Europe,Retail,2020-08-21 16:08:21,313
14560,44,Europe,Technology,2020-06-05 14:51:52,393
11252,45,Europe,Healthcare,2021-04-28 11:22:26,339
10849,41,South America,Technology,2021-09-14 10:00:27,384
16023,55,Europe,Finance,2020-07-21 20:22:06,337
17963,27,Europe,Healthcare,2022-10-29 06:02:00,372
11266,41,South America,Healthcare,2020-05-02 02:10:00,311
12772,69,Europe,Healthcare,2021-09-07 00:35:41,318
10698,28,South America,Retail,2020-09-23 06:35:00,383
10864,29,Asia,Finance,2020-08-14 21:57:21,357
11423,56,South America,Healthcare,2020-02-17 11:30:30,363
15025,43,Asia,Finance,2020-12-19 18:57:20,394
18898,53,North America,Retail,2020-11-15 08:30:08,371
12682,44,South America,Technology,2020-11-05 23:43:20,380
10448,50,Europe,Finance,2020-03-30 11:20:24,394
12522,30,South America,Retail,2021-01-10 19:30:18,399
14155,50,North America,Healthcare,2020-02-05 23:52:17,381
11376,62,Asia,Healthcare,2021-04-05 17:25:54,348
14691,62,South America,Healthcare,2021-03-14 19:43:45,331
12505,33,Europe,Healthcare,2020-02-10 05:32:35,398
10899,63,Asia,Healthcare,2020-04-29 07:02:28,391
17775,68,Europe,Retail,2020-11-09 02:10:32,319
18875,58,South America,Finance,2022-05-21 04:15:51,375
18229,47,South America,Technology,2022-02-23 06:44:34,360
10247,69,South America,Finance,2020-02-14 23:07:54,319
14566,41,Europe,Finance,2020-09-26 10:51:39,387
11419,28,Asia,Finance,2020-06-07 02:26:07,343
17108,43,North America,Retail,2020-04-29 19:06:14,332
19262,28,South America,Healthcare,2020-07-29 21:24:10,311
11161,64,Europe,Healthcare,2021-04-12 14:10:14,358
16606,25,South America,Technology,2020-01-07 23:16:31,390
17998,61,North America,Finance,2020-12-06 22:24:30,377
14648,21,North America,Finance,2020-07-05 06:26:05,304
16495,46,North America,Finance,2020-02-09 12:05:29,363
11677,25,Europe,Finance,2021-11-10 08:41:30,335
16981,32,Asia,Healthcare,2020-04-27 12:18:24,325
19787,26,Europe,Healthcare,2020-01-05 10:21:57,328
12548,33,North America,Healthcare,2020-04-11 16:47:04,394
18900,41,Asia,Finance,2020-03-11 19:50:34,308
13331,31,Europe,Technology,2021-02-08 13:09:09,361
14865,62,South America,Healthcare,2020-01-14 12:08:30,388
12076,50,Europe,Technology,2021-07-05 05:32:23,353
19981,39,North America,Healthcare,2020-01-31 21:42:32,308
16996,43,Asia,Technology,2020-03-28 00:40:05,370
17048,32,South America,Technology,2020-07-10 14:56:38,382
10338,32,North America,Technology,2020-10-20 00:19:06,317
13956,56,South America,Finance,2020-06-01 20:45:15,336
12627,39,Europe,Healthcare,2021-08-27 05:55:49,364
14379,49,Asia,Technology,2020-01-08 21:37:35,395
12192,33,North America,Technology,2020-04-04 23:10:07,351
14116,66,South America,Healthcare,2020-03-06 22:34:09,383
13391,38,Europe,Retail,2020-10-30 19:46:36,323
19947,37,Asia,Healthcare,2020-02-01 12:15:13,338
17955,47,Europe,Healthcare,2021-07-05 21:44:15,317
19534,50,Europe,Finance,2020-01-03 18:22:11,383
18621,21,Asia,Technology,2022-05-24 19:55:53,347
12030,41,Europe,Technology,2020-09-09 23:06:26,319
10947,31,North America,Healthcare,2020-06-02 03:48:24,377
18057,53,North America,Finance,2021-09-04 03:26:30,355
16334,28,South America,Healthcare,2021-04-27 20:55:51,354
17168,64,Asia,Retail,2020-04-16 17:54:40,329
12725,26,Europe,Retail,2020-07-02 10:37:17,369
16441,20,Europe,Finance,2020-12-06 19:11:02,329
10289,36,Europe,Retail,2020-07-28 08:31:05,349
17914,59,North America,Technology,2021-04-20 17:17:45,353
12004,63,Europe,Retail,2020-01-08 17:06:32,337
14346,29,North America,Finance,2020-08-13 01:33:52,314
17178,49,Europe,Retail,2020-04-05 19:13:39,396
19892,45,Asia,Retail,2020-09-24 15:12:23,309
16372,46,South America,Retail,2020-06-10 11:25:02,309
13367,59,Europe,Retail,2021-04-25 12:31:01,383
12620,65,Europe,Retail,2020-06-06 15:58:21,370
19245,66,North America,Healthcare,2020-03-17 07:17:49,391
19419,64,South America,Technology,2020-09-22 00:09:02,352
13790,35,Europe,Healthcare,2020-08-29 05:58:38,301
15066,37,Asia,Finance,2020-04-15 18:21:34,304
13461,61,Europe,Retail,2020-05-06 16:46:43,378
19121,26,Asia,Technology,2020-09-02 06:11:12,339
17996,69,North America,Retail,2020-01-22 07:44:41,318
19726,46,South America,Healthcare,2020-04-28 20:45:44,395
11859,63,Europe,Finance,2021-07-29 15:32:47,348
19615,42,Europe,Technology,2021-05-25 06:05:26,316
14120,55,Asia,Healthcare,2021-12-04 03:36:55,340
17723,58,South America,Retail,2020-07-14 05:23:31,336
15491,67,Asia,Healthcare,2020-10-16 13:09:11,333
13876,39,North America,Finance,2020-12-31 05:10:34,322
16416,20,North America,Finance,2020-10-09 05:42:27,301
15543,58,South America,Healthcare,2020-03-06 00:58:05,318
18485,51,North America,Technology,2020-10-07 15:47:35,382
15737,42,North America,Retail,2020-10-15 00:53:22,303
19407,37,Asia,Retail,2020-01-28 23:02:32,373
14638,65,South America,Technology,2021-12-28 01:23:04,376
17440,38,Europe,Technology,2020-03-11 05:11:16,338
10437,35,Europe,Retail,2020-01-07 18:47:38,329
12981,36,Europe,Finance,2020-01-24 13:39:01,340
10908,21,North America,Retail,2020-10-15 00:08:57,389
11259,56,North America,Finance,2020-10-16 22:03:03,344
18348,47,South America,Retail,2020-02-12 23:51:37,398
19047,50,North America,Technology,2021-02-04 17:27:57,305
12333,60,Asia,Retail,2021-03-24 08:28:20,328
17808,67,North America,Retail,2021-06-02 15:36:21,368
15105,34,Europe,Finance,2020-02-09 13:20:49,352
11050,29,South America,Finance,2020-03-17 00:12:51,345
17839,57,Asia,Healthcare,2020-02-08 12:10:23,310
19666,62,North America,Retail,2020-01-15 18:02:57,304
12401,45,Asia,Finance,2020-02-17 02:26:33,393
11832,28,Europe,Healthcare,2022-07-12 19:51:36,327
14529,68,North America,Technology,2020-09-07 09:07:28,366
17404,57,Europe,Finance,2020-10-28 05:50:42,326
16102,41,Asia,Technology,2020-03-22 03:06:45,327
12538,53,Europe,Technology,2020-09-14 15:33:38,358
11787,58,Asia,Finance,2021-01-30 11:55:29,330
14530,38,Europe,Retail,2020-12-22 03:18:04,387
10791,45,Europe,Healthcare,2020-06-29 01:05:20,373
11138,57,Europe,Finance,2020-03-25 23:40:12,368
14593,60,Asia,Technology,2020-04-02 15:19:00,374
11456,35,Europe,Retail,2020-10-10 12:42:45,364
15846,46,Asia,Retail,2021-08-24 11:00:50,312
18054,69,North America,Healthcare,2020-04-04 12:26:03,306
12069,62,Europe,Technology,2020-07-13 04:17:51,312
14407,27,North America,Finance,2020-01-22 07:03:46,392
10418,59,North America,Healthcare,2020-05-09 17:10:37,343
18307,20,North America,Technology,2021-03-29 03:59:53,301
13208,46,Asia,Finance,2020-05-23 00:04:17,381
18830,38,Europe,Healthcare,2020-09-06 02:54:54,366
11066,52,Asia,Healthcare,2020-08-13 03:55:08,354
17150,58,Asia,Retail,2021-06-03 01:31:58,344
14325,57,South America,Technology,2020-01-23 20:02:43,373
16285,47,Asia,Retail,2020-03-16 08:11:28,390
18150,57,South America,Healthcare,2020-02-26 10:55:00,385
18647,43,Europe,Finance,2020-04-17 14:10:26,333
10777,68,Europe,Technology,2020-03-01 00:03:42,392
10369,54,South America,Healthcare,2020-02-07 06:10:06,323
11956,24,Europe,Finance,2021-05-02 02:44:35,305
15035,59,South America,Finance,2020-12-22 09:30:09,317
11937,23,Asia,Retail,2021-12-27 20:32:24,377
15035,37,South America,Technology,2020-03-05 19:12:37,322
15520,58,North America,Retail,2020-04-19 23:38:24,398
15681,64,Asia,Retail,2020-09-21 06:37:43,364
10951,39,South America,Technology,2020-06-06 17:53:21,300
15110,35,Europe,Technology,2020-03-14 04:56:31,324
15848,50,Europe,Healthcare,2020-01-17 17:31:13,344
16218,39,South America,Finance,2020-06-01 15:35:26,362
14699,37,North America,Finance,2021-07-19 16:10:11,317
12458,44,North America,Finance,2020-04-12 00:43:42,303
10887,70,North America,Retail,2020-01-19 15:04:34,321
15079,59,Asia,Technology,2021-10-30 23:15:19,319
16174,35,Asia,Finance,2020-03-04 14:46:43,358
19359,60,North America,Technology,2020-08-04 09:54:44,337
19349,50,Asia,Healthcare,2021-11-16 09:05:05,328
17975,52,South America,Healthcare,2020-03-15 15:48:05,325
18513,29,Europe,Technology,2020-02-10 10:33:14,306
13218,23,Europe,Finance,2020-04-26 09:52:52,301
14866,45,South America,Technology,2020-08-12 10:07:47,349
11751,49,Asia,Finance,2021-08-13 17:01:48,371
11175,27,Europe,Finance,2020-07-11 10:36:34,336
15902,56,Asia,Healthcare,2020-05-08 19:33:59,336
13834,26,North America,Retail,2020-03-01 00:39:48,357
12318,47,South America,Technology,2020-12-26 00:50:49,397
14430,40,Europe,Healthcare,2020-02-22 13:11:22,310
12761,21,North America,Healthcare,2020-01-21 10:23:08,399
11034,45,Asia,Healthcare,2021-11-27 14:02:44,348
12544,43,South America,Technology,2020-02-23 03:59:49,361
17346,53,Europe,Finance,2022-02-03 02:39:51,301
16024,39,Europe,Finance,2020-04-11 16:59:22,330
18259,36,South America,Healthcare,2020-05-29 23:24:02,335
13988,36,North America,Finance,2020-08-29 11:55:00,332
15543,62,South America,Retail,2020-09-14 16:21:06,355
19958,23,South America,Technology,2020-05-01 19:36:10,332
15446,32,North America,Finance,2020-09-20 15:52:29,305
16163,24,North America,Technology,2020-03-08 02:36:49,319
18728,38,South America,Technology,2020-06-24 07:25:53,304
19815,23,Europe,Finance,2021-08-06 11:53:24,383
13843,57,South America,Technology,2020-12-02 13:00:03,374
18117,50,South America,Finance,2020-08-26 20:16:08,398
10905,58,Asia,Healthcare,2020-09-15 23:54:18,353
18484,57,North America,Healthcare,2021-02-02 02:02:14,390
19437,52,North America,Retail,2021-07-13 14:16:21,342
19069,62,North America,Retail,2020-04-24 09:20:35,364
15210,48,Asia,Technology,2020-12-25 07:01:40,370
11726,61,North America,Finance,2020-04-10 06:14:11,369
19637,28,Asia,Finance,2020-04-27 01:27:09,330
19411,38,North America,Healthcare,2021-05-10 16:07:42,390
17446,32,Europe,Retail,2020-10-20 10:06:38,341
17865,30,Asia,Technology,2020-01-26 16:03:14,343
18794,39,Asia,Healthcare,2021-02-10 19:05:11,368
19796,58,Europe,Technology,2020-12-10 23:04:18,328
14109,23,Europe,Retail,2021-01-02 11:44:42,319
13592,50,North America,Finance,2020-02-28 03:45:59,315
14703,30,Europe,Healthcare,2020-05-15 11:19:56,396
14239,48,Europe,Retail,2020-04-24 23:55:06,354
13194,53,South America,Healthcare,2020-02-09 06:04:28,321
10635,35,Asia,Finance,2020-04-15 17:58:53,354
10700,53,South America,Technology,2021-01-18 10:55:28,385
14562,42,North America,Healthcare,2020-04-29 15:13:11,305
19082,61,Asia,Healthcare,2020-08-03 08:19:54,307
10083,37,South America,Healthcare,2020-11-22 11:39:42,364
16632,40,South America,Retail,2021-05-31 01:27:54,372
19723,31,South America,Technology,2021-10-09 01:14:56,318
13134,30,South America,Healthcare,2021-02-08 01:23:27,372
19248,60,Europe,Finance,2021-02-03 00:12:03,341
11228,21,Asia,Healthcare,2020-02-10 10:54:53,351
11322,28,North America,Retail,2020-06-19 08:32:29,349
12081,51,North America,Retail,2020-01-05 11:43:48,344
19027,37,Europe,Healthcare,2020-01-01 12:39:34,373
10757,64,Europe,Finance,2020-01-27 19:21:12,338
15475,65,North America,Retail,2021-05-15 20:11:22,311
11943,24,Asia,Healthcare,2021-04-09 15:56:47,382
18358,48,South America,Healthcare,2020-10-17 10:34:29,339
19306,28,Asia,Retail,2020-04-19 08:41:58,312
16192,70,Europe,Healthcare,2020-07-29 02:21:36,313
15224,29,North America,Finance,2020-11-01 05:17:05,362
13846,45,Europe,Healthcare,2020-12-16 21:28:59,364
15967,65,Asia,Retail,2021-07-16 20:18:45,318
11017,54,Asia,Technology,2020-05-06 22:21:52,310
17113,28,North America,Retail,2020-01-01 14:36:54,397
14301,32,South America,Retail,2020-04-30 11:33:55,366
19455,32,Europe,Retail,2021-10-01 19:27:39,350
17181,46,North America,Finance,2020-02-02 21:41:39,344
15861,46,North America,Healthcare,2020-06-24 13:00:08,355
10352,38,South America,Technology,2022-02-09 15:21:12,304
17535,41,Europe,Technology,2020-08-27 13:11:57,304
18977,22,North America,Technology,2021-04-19 19:46:06,378
17705,49,North America,Retail,2020-03-10 20:23:19,301
11391,44,Asia,Technology,2020-05-09 02:47:37,396
16069,60,North America,Retail,2021-04-02 03:46:31,397
18522,34,Europe,Finance,2020-01-02 15:19:31,300
16977,21,North America,Technology,2020-05-29 11:55:28,352
12127,46,North America,Finance,2020-05-25 05:36:06,300
12230,62,North America,Healthcare,2021-02-14 09:01:14,338
18028,70,South America,Finance,2020-05-27 16:29:52,397
15201,33,Asia,Finance,2020-03-01 18:39:47,348
14111,45,Europe,Finance,2020-02-10 21:53:27,325
12235,50,Europe,Technology,2020-02-26 02:18:43,386
15807,39,South America,Healthcare,2021-11-17 17:53:15,354
17637,34,Asia,Retail,2020-01-23 08:32:19,344
13102,64,Europe,Healthcare,2020-07-20 18:05:54,316
15498,28,South America,Technology,2020-02-21 10:53:31,325
16139,30,Asia,Retail,2020-03-23 00:28:11,355
17086,28,North America,Healthcare,2020-04-17 11:34:06,306
18906,53,South America,Finance,2021-01-29 03:00:17,353
14982,44,South America,Technology,2020-01-24 05:30:53,364
15231,45,Asia,Retail,2021-08-05 01:28:45,335
10199,31,Europe,Retail,2020-01-03 10:45:09,324
12196,41,North America,Retail,2020-05-25 17:06:19,365
17114,57,South America,Retail,2020-01-10 06:59:41,348
18467,33,Europe,Retail,2020-10-25 23:57:06,356
19163,35,Europe,Healthcare,2020-04-15 18:58:56,381
11390,39,Europe,Finance,2020-06-27 07:19:27,303
18680,56,North America,Retail,2020-02-25 10:05:54,388
16527,60,Europe,Retail,2021-08-16 14:47:02,374
16959,48,South America,Finance,2020-03-27 06:08:01,391
11641,52,North America,Healthcare,2020-01-04 20:07:52,384
18968,61,North America,Healthcare,2020-08-06 12:31:41,370
12352,40,North America,Technology,2020-05-12 01:10:23,314
18442,34,Europe,Healthcare,2020-05-19 11:36:23,323
13604,55,South America,Retail,2020-02-21 00:47:21,393
18566,56,North America,Technology,2020-02-11 16:39:56,366
13320,65,Asia,Finance,2020-02-27 17:36:20,357
10996,23,Europe,Healthcare,2020-02-19 00:56:54,375
13174,44,Europe,Retail,2020-01-09 16:07:52,341
17249,28,North America,Retail,2020-04-11 23:17:55,391
14382,58,North America,Retail,2021-05-31 07:25:41,368
14470,45,South America,Retail,2020-01-25 07:04:23,397
11582,52,North America,Healthcare,2020-01-06 22:36:56,304
17055,57,North America,Finance,2022-04-12 21:16:22,379
18307,20,Europe,Retail,2020-09-30 06:14:20,328
13371,64,Europe,Healthcare,2020-02-15 10:28:31,322
12112,40,North America,Retail,2020-10-28 03:57:25,394
10316,41,Europe,Finance,2020-03-26 14:03:30,332
10490,35,Europe,Healthcare,2020-01-21 12:00:05,374
18297,41,South America,Healthcare,2020-04-11 01:12:14,372
12609,47,Europe,Technology,2021-04-15 02:56:45,316
16211,23,South America,Finance,2021-01-01 05:05:19,380
13626,34,Asia,Finance,2020-06-01 13:34:47,315
16580,28,Asia,Finance,2021-06-18 16:19:49,358
13489,33,Asia,Retail,2020-01-14 20:55:02,392
10972,32,Asia,Technology,2020-09-05 14:24:32,338
11903,27,South America,Technology,2021-01-17 18:49:37,327
15711,39,North America,Healthcare,2020-12-13 19:38:56,392
17520,45,North America,Retail,2021-02-02 23:17:38,379
12740,24,Europe,Healthcare,2021-08-25 11:17:35,388
13922,28,South America,Technology,2020-01-20 06:30:21,323
10282,51,North America,Finance,2020-02-18 15:06:54,322
18313,39,South America,Technology,2020-08-02 10:07:46,331
15739,70,North America,Finance,2021-02-22 17:05:12,377
18195,47,Asia,Retail,2020-05-20 13:46:41,317
18770,56,South America,Technology,2020-02-23 14:48:34,317
19935,43,South America,Finance,2020-11-03 08:45:46,302
16388,28,South America,Retail,2020-12-12 09:29:14,327
15412,25,Europe,Technology,2020-03-01 12:54:03,381
